Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanDailyHours,StdDailyHours,WorkedDays,MeanArrivalHour,VarianceArrival
53,0,Travel_Rarely,Research & Development,1,1,Medical,392,Male,1,Sales Executive,Single,44250,6.0,22,1,33.0,2,12,3,8,4,4,4.0,4.0,3.0,6.669338570127504,0.32370708573724505,244,9.99665300546448,0.06982985806591858
43,0,Travel_Frequently,Research & Development,1,3,Medical,393,Male,1,Laboratory Technician,Married,52650,4.0,11,1,12.0,4,5,2,2,3,3,4.0,4.0,2.0,7.585617283950618,0.30331486951914016,234,9.991168091168092,0.08543668407044662
47,0,Travel_Rarely,Sales,15,4,Marketing,394,Female,3,Research Director,Married,65530,0.0,15,0,8.0,2,7,7,7,3,3,3.0,4.0,3.0,10.68291325136612,0.2917221869790336,244,10.033060109289618,0.07487646825129117
37,0,Non-Travel,Research & Development,1,5,Medical,395,Female,2,Research Scientist,Single,62610,1.0,12,0,10.0,1,10,0,9,3,3,1.0,2.0,3.0,8.30906938584154,0.29184097558650973,237,9.947890295358649,0.08094185797039262
50,0,Non-Travel,Research & Development,17,3,Medical,396,Female,1,Laboratory Technician,Divorced,42980,1.0,20,1,31.0,6,31,14,7,3,4,1.0,1.0,3.0,6.612721734892788,0.2891469033986293,228,9.983845029239767,0.0773528941357309
39,0,Travel_Rarely,Research & Development,1,3,Other,397,Female,3,Human Resources,Married,68040,8.0,14,1,13.0,3,5,0,4,2,3,4.0,4.0,3.0,6.882712018140589,0.3142688323992554,245,9.991156462585035,0.08039050592914761
33,0,Travel_Rarely,Sales,7,3,Life Sciences,398,Male,2,Manufacturing Director,Divorced,38150,3.0,11,1,7.0,3,4,0,3,3,3,4.0,2.0,4.0,9.416354609929078,0.2741600248190233,235,9.97709219858156,0.08603875452102402
32,1,Travel_Rarely,Research & Development,9,1,Medical,399,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,1,2,3,1.0,4.0,1.0,10.025033738191633,0.31953367649100767,247,9.960188933873146,0.08789824780838902
29,0,Travel_Rarely,Research & Development,5,4,Life Sciences,400,Female,4,Healthcare Representative,Divorced,66730,6.0,12,1,8.0,2,4,0,3,4,3,1.0,4.0,3.0,6.452346460384435,0.2761937761751822,237,10.017580872011251,0.07234967857795578
44,0,Travel_Rarely,Research & Development,26,2,Life Sciences,401,Male,2,Manufacturing Director,Married,76390,1.0,14,0,8.0,6,8,7,1,3,3,2.0,1.0,3.0,9.774024872152488,0.28780928624919994,239,9.97071129707113,0.07854332946567748
28,0,Travel_Rarely,Sales,24,5,Life Sciences,402,Female,1,Research Scientist,Single,23280,1.0,11,2,4.0,3,4,0,2,3,3,1.0,4.0,3.0,6.417041116005874,0.3108830688513483,227,10.013950073421439,0.08170718923672027
58,1,Travel_Frequently,Sales,9,2,Technical Degree,403,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,0,3,3,4.0,4.0,2.0,10.50040755919854,0.30443336180224656,244,9.973224043715845,0.07482650835413432
43,0,Travel_Rarely,Sales,7,4,Marketing,404,Male,2,Sales Executive,Divorced,48760,4.0,16,2,4.0,4,1,0,0,3,3,1.0,2.0,4.0,6.578010603964961,0.28886047908784085,241,10.004702627939142,0.07149168203473184
20,1,Travel_Rarely,Research & Development,11,3,Medical,405,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2,1,3,3.0,3.0,2.0,7.105422602089269,0.26584369487196285,234,9.997792022792021,0.07159858507676818
21,1,Travel_Rarely,Research & Development,1,3,Medical,406,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,0,3,3,3.0,4.0,2.0,7.8779353741496605,0.31706197670777025,245,9.967210884353742,0.06876336381547153
36,0,Travel_Rarely,Research & Development,26,4,Medical,407,Male,1,Laboratory Technician,Married,84740,0.0,14,0,17.0,3,16,4,11,3,3,3.0,4.0,2.0,10.29772654826958,0.2908510929978258,244,9.984357923497267,0.07669419052223649
47,0,Travel_Rarely,Research & Development,2,3,Life Sciences,408,Male,2,Manufacturing Director,Single,99810,1.0,21,1,3.0,3,3,1,2,3,4,4.0,4.0,2.0,8.485591889357712,0.30086091712377977,237,9.963853727144867,0.0722919596812002
22,1,Travel_Rarely,Research & Development,15,4,Life Sciences,409,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2,3,3,2.0,3.0,4.0,9.802309820193639,0.29726912815301443,241,10.003665283540801,0.0712052597203012
41,1,Travel_Rarely,Research & Development,23,3,Life Sciences,410,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,0,4,3,2.0,4.0,2.0,10.410460557960558,0.2985183745352139,231,9.9991341991342,0.0617721939895853
28,0,Travel_Rarely,Research & Development,10,3,Life Sciences,411,Female,3,Manager,Divorced,135910,5.0,20,1,6.0,2,2,2,2,3,4,3.0,3.0,3.0,7.677303436911487,0.28835080754969694,236,9.989689265536724,0.08518401650839443
39,1,Travel_Rarely,Research & Development,10,4,Life Sciences,412,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2,3,3,4.0,1.0,1.0,10.666269177126917,0.3269943767965776,239,9.988005578800557,0.08305814375959587
27,0,Travel_Rarely,Research & Development,1,3,Medical,413,Male,1,Research Scientist,Single,20580,1.0,14,1,1.0,5,1,0,0,3,3,2.0,3.0,3.0,7.680679916317991,0.3090239587864162,239,9.979009762900976,0.07574453351773065
34,0,Travel_Rarely,Research & Development,12,2,Technical Degree,414,Male,2,Human Resources,Divorced,88650,1.0,11,1,1.0,0,1,1,0,3,3,2.0,2.0,3.0,7.72257226738934,0.3148337440479981,246,9.978861788617888,0.07942890326862452
42,0,Travel_Rarely,Sales,11,1,Technical Degree,415,Male,2,Human Resources,Single,59400,7.0,16,0,10.0,2,5,0,3,2,3,3.0,3.0,3.0,6.878238304093568,0.3160589479695148,228,9.980409356725145,0.08411280280976548
33,0,Travel_Rarely,Sales,2,3,Marketing,416,Female,1,Sales Executive,Single,59140,3.0,16,1,6.0,4,3,0,2,3,3,3.0,1.0,3.0,10.548225957049487,0.2932271232168404,238,9.956512605042015,0.08790747733692633
58,0,Travel_Rarely,Research & Development,2,4,Life Sciences,417,Male,1,Research Scientist,Divorced,26220,2.0,23,0,24.0,3,6,0,4,3,4,3.0,2.0,3.0,8.320311483031148,0.3046889552290985,239,10.002998605299858,0.07025590989533886
31,0,Travel_Rarely,Sales,1,3,Life Sciences,418,Female,1,Sales Representative,Married,121850,3.0,14,0,13.0,2,7,5,2,3,3,2.0,3.0,4.0,6.081554641060814,0.306685694094001,243,9.96707818930041,0.08486897595483453
35,0,Travel_Rarely,Research & Development,2,1,Life Sciences,419,Male,3,Healthcare Representative,Married,106090,1.0,22,0,10.0,3,10,0,7,3,4,4.0,4.0,1.0,10.380476190476191,0.2827576451616296,238,10.024509803921568,0.07356691762499652
49,0,Travel_Rarely,Research & Development,25,2,Life Sciences,420,Female,2,Sales Executive,Married,43450,4.0,15,0,29.0,3,26,1,7,2,3,1.0,2.0,2.0,6.991830699233716,0.3124020845474085,232,9.995977011494253,0.07685964737688879
48,0,Travel_Rarely,Research & Development,1,4,Medical,421,Male,1,Research Scientist,Married,21770,4.0,18,0,13.0,4,0,0,0,3,3,4.0,3.0,2.0,6.698963272896327,0.2808959514710168,239,10.032705718270572,0.0680843383378456
31,0,Non-Travel,Research & Development,1,2,Technical Degree,422,Female,2,Sales Executive,Married,27930,1.0,16,0,9.0,4,9,0,0,3,3,4.0,3.0,2.0,7.083433515482695,0.3167473105537669,244,9.996994535519125,0.06959769727225709
36,0,Travel_Rarely,Human Resources,2,4,Technical Degree,423,Male,1,Sales Executive,Single,79180,2.0,12,2,8.0,3,6,0,1,2,3,2.0,4.0,3.0,6.503389121338912,0.29576287301502324,239,9.993723849372385,0.08906875441948049
38,0,Travel_Rarely,Sales,6,3,Other,424,Male,2,Sales Executive,Married,87890,1.0,11,3,15.0,4,15,5,11,3,3,4.0,1.0,3.0,7.0820662568306005,0.31649806600198127,244,9.994330601092896,0.08667211521884158
32,0,Non-Travel,Sales,18,3,Marketing,425,Male,1,Laboratory Technician,Married,23890,6.0,12,1,5.0,4,3,0,2,2,3,3.0,2.0,3.0,7.082806473829201,0.3124695950668173,242,9.98780991735537,0.07400131549367685
25,1,Travel_Rarely,Research & Development,1,2,Life Sciences,426,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,0,2,3,3.0,2.0,3.0,8.902678826895563,0.3040228185946334,233,10.006723891273246,0.08409252544686172
40,0,Travel_Rarely,Research & Development,1,4,Medical,427,Male,2,Research Scientist,Divorced,192320,2.0,14,1,11.0,3,1,0,0,3,3,1.0,2.0,2.0,6.066140609636186,0.3158606373049227,226,9.991666666666667,0.08683518518518522
26,0,Travel_Frequently,Sales,11,3,Marketing,428,Male,2,Healthcare Representative,Single,22670,1.0,19,3,7.0,2,7,0,7,2,3,3.0,1.0,3.0,7.643866989396035,0.3056239640920923,241,9.971438450899033,0.07373523705240513
41,0,Travel_Rarely,Research & Development,1,4,Medical,429,Male,1,Research Scientist,Single,195170,2.0,13,0,20.0,5,18,2,17,3,3,4.0,1.0,3.0,10.713868621840724,0.3197525426600411,233,10.001859799713877,0.0714500702974693
36,0,Travel_Rarely,Research & Development,9,3,Life Sciences,430,Female,2,Healthcare Representative,Single,24360,4.0,13,0,16.0,3,11,3,9,1,3,3.0,3.0,3.0,7.096325863678805,0.29480595379768043,238,9.973599439775908,0.0742004445941527
19,1,Travel_Rarely,Research & Development,15,3,Life Sciences,431,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,0,3,3,4.0,2.0,4.0,10.615016136468418,0.28882254801989105,241,9.993153526970952,0.071125384201629
20,1,Travel_Rarely,Research & Development,29,3,Life Sciences,432,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,0,3,3,1.0,1.0,3.0,6.0836524334251605,0.3238365847961311,242,9.989118457300275,0.07903047830245115
31,0,Travel_Rarely,Research & Development,1,4,Life Sciences,433,Male,4,Research Director,Married,190680,0.0,12,0,10.0,1,9,8,5,3,3,4.0,4.0,1.0,8.329586339586339,0.3051635703314792,231,9.984920634920634,0.07851920864964346
40,0,Travel_Frequently,Sales,1,3,Marketing,434,Male,1,Research Scientist,Divorced,39310,8.0,19,0,3.0,2,1,0,0,2,3,4.0,2.0,3.0,8.140834467120182,0.31913646107823695,245,9.983061224489797,0.06006823166425036
32,0,Travel_Rarely,Research & Development,24,3,Life Sciences,435,Male,4,Laboratory Technician,Married,37300,1.0,25,1,8.0,4,8,6,3,3,4,3.0,1.0,4.0,7.8935768321513,0.2900646999305032,235,10.010992907801418,0.07345057687256269
36,1,Travel_Rarely,Research & Development,10,3,Medical,436,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,7,3,3,3.0,4.0,3.0,9.80588959212377,0.3195280259312792,237,9.971518987341772,0.07745634580085341
33,0,Travel_Rarely,Research & Development,1,4,Medical,437,Female,4,Manufacturing Director,Single,44650,0.0,13,0,6.0,3,5,1,4,3,3,2.0,4.0,3.0,6.017259790528233,0.29615278725027205,244,10.010860655737703,0.07443231520834741
37,1,Travel_Rarely,Sales,10,4,Marketing,438,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,7,2,3,1.0,3.0,1.0,6.274626352015732,0.3077223392819525,226,9.997861356932152,0.07730034414945919
45,0,Non-Travel,Research & Development,8,1,Life Sciences,439,Male,2,Sales Executive,Married,33190,1.0,12,1,9.0,3,9,0,8,3,3,3.0,2.0,2.0,6.3090928270042195,0.30336742214983997,237,9.99606188466948,0.08945711856460624
29,0,Travel_Frequently,Research & Development,29,1,Life Sciences,440,Male,1,Sales Representative,Married,192020,1.0,12,0,3.0,5,3,0,2,3,3,3.0,4.0,3.0,7.619650655021834,0.2958761087273617,229,9.979839883551673,0.07491707951343668
35,0,Travel_Rarely,Human Resources,1,3,Human Resources,441,Male,3,Laboratory Technician,Married,136750,1.0,15,3,5.0,5,5,1,0,2,3,3.0,3.0,3.0,6.370707923112986,0.30259039942377686,237,10.00675105485232,0.07430686667143435
52,0,Travel_Rarely,Research & Development,5,4,Other,442,Male,1,Laboratory Technician,Married,29110,2.0,17,2,26.0,3,9,7,8,3,3,4.0,4.0,2.0,6.990128384687209,0.30764822283289117,238,10.002450980392158,0.07942083092027247
58,1,Travel_Rarely,Sales,9,2,Medical,443,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,0,1,3,4.0,3.0,3.0,7.4758405797101455,0.3107999803697206,230,9.994927536231884,0.07872961626901245
53,0,Travel_Rarely,Research & Development,9,3,Technical Degree,444,Male,1,Manager,Divorced,39200,6.0,16,1,22.0,3,17,15,2,3,3,3.0,3.0,4.0,6.523184113865931,0.3064146177352493,242,10.005922865013774,0.07591221532564424
30,0,Travel_Rarely,Sales,3,4,Marketing,445,Male,1,Sales Executive,Divorced,64340,5.0,14,1,10.0,3,8,7,7,2,3,3.0,3.0,4.0,8.003096797671034,0.3326875704283706,229,9.968340611353712,0.06777618172067726
38,0,Non-Travel,Sales,4,3,Life Sciences,446,Male,2,Research Director,Single,100480,1.0,23,1,6.0,2,5,1,3,3,4,3.0,4.0,3.0,8.100102339181285,0.27553842153586894,228,10.034722222222221,0.08406193914178499
35,0,Travel_Rarely,Sales,1,2,Life Sciences,447,Female,2,Healthcare Representative,Divorced,109380,6.0,14,2,12.0,2,10,0,8,1,3,4.0,4.0,3.0,7.318681434599156,0.2797545708813845,237,10.030450070323486,0.08380167981755622
39,0,Travel_Rarely,Sales,1,1,Marketing,448,Male,2,Research Scientist,Single,23400,0.0,11,1,9.0,2,8,0,7,2,3,1.0,3.0,3.0,6.510007246376811,0.2924979407918952,230,9.981666666666667,0.06369323144104803
40,1,Non-Travel,Research & Development,2,4,Life Sciences,449,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,0,3,3,2.0,2.0,2.0,9.47278715424285,0.3133907527436358,237,9.98143459915612,0.07643117237598034
47,0,Travel_Frequently,Research & Development,7,4,Life Sciences,450,Male,3,Sales Executive,Divorced,69310,1.0,11,0,20.0,3,19,2,7,3,3,3.0,3.0,4.0,10.091632387706856,0.31559128071307313,235,9.9977304964539,0.07051002202420639
36,0,Non-Travel,Sales,28,1,Life Sciences,451,Male,2,Research Scientist,Divorced,48980,4.0,13,1,12.0,3,7,0,7,3,3,1.0,4.0,3.0,6.805802341597796,0.2971650949199362,242,9.998691460055097,0.07462598923981423
31,1,Non-Travel,Research & Development,28,4,Medical,452,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2,3,4,3.0,1.0,3.0,8.187664565826331,0.3093669365842519,238,9.997268907563027,0.07575786362364915
33,0,Non-Travel,Sales,15,3,Other,453,Male,4,Research Director,Single,194360,1.0,19,2,10.0,4,10,6,0,3,3,4.0,3.0,3.0,7.934158285440613,0.2939105290157573,232,10.00955459770115,0.07943573149392114
29,1,Travel_Rarely,Human Resources,3,5,Life Sciences,454,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,0,2,3,4.0,1.0,3.0,10.280916902071564,0.27748552926571685,236,10.008262711864406,0.08026831650438754
33,0,Travel_Rarely,Research & Development,2,2,Technical Degree,455,Male,2,Laboratory Technician,Single,34790,3.0,12,0,5.0,3,3,0,2,3,3,2.0,4.0,3.0,7.51569330601093,0.2809739017174795,244,10.019467213114755,0.07651361529005227
45,0,Travel_Rarely,Research & Development,26,1,Medical,456,Female,3,Healthcare Representative,Divorced,27940,3.0,19,1,8.0,2,5,0,2,3,3,4.0,4.0,3.0,7.010381512217611,0.32094190302157666,241,9.957952973720609,0.08501866259412941
50,0,Travel_Rarely,Sales,10,1,Life Sciences,457,Female,1,Manufacturing Director,Divorced,52490,9.0,21,2,32.0,2,5,1,3,2,4,4.0,4.0,2.0,7.387595410628021,0.30119202673719325,230,9.993260869565217,0.07622682636120073
33,0,Travel_Frequently,Sales,1,3,Marketing,458,Male,2,Human Resources,Married,21760,1.0,14,1,6.0,2,6,1,2,2,3,3.0,2.0,3.0,8.981857999077915,0.2878456320934897,241,10.0304979253112,0.07364586214845552
41,0,Travel_Frequently,Sales,11,3,Other,459,Male,1,Laboratory Technician,Divorced,168720,2.0,15,1,21.0,2,18,0,11,3,3,1.0,3.0,4.0,7.90585137085137,0.3140672391145601,231,9.971861471861471,0.0790284522241044
27,0,Travel_Rarely,Research & Development,20,4,Other,460,Male,2,Manufacturing Director,Married,34850,9.0,17,2,4.0,2,2,2,2,3,3,3.0,2.0,3.0,7.078493085360038,0.30174426016822226,233,9.985336194563661,0.07850171838258266
45,0,Non-Travel,Sales,2,3,Medical,461,Female,1,Sales Executive,Married,66440,1.0,12,0,9.0,3,9,0,8,4,3,4.0,1.0,3.0,8.703335629017447,0.31521729270722737,242,9.998829201101927,0.07283748937888883
47,0,Travel_Rarely,Sales,18,4,Medical,462,Female,2,Research Scientist,Single,55820,1.0,16,0,9.0,3,9,0,7,3,3,4.0,4.0,3.0,7.972122359963269,0.32879553008354806,242,9.99228650137741,0.08212559392491493
30,1,Travel_Rarely,Sales,2,3,Life Sciences,463,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,1,2,3,1.0,3.0,3.0,10.505095744680853,0.30179156510471045,235,9.983617021276599,0.06471501889232385
50,0,Travel_Rarely,Research & Development,1,3,Technical Degree,464,Female,2,Sales Executive,Married,134960,3.0,18,1,22.0,3,12,1,5,3,3,4.0,3.0,3.0,9.480353223593962,0.2992202054968241,243,9.976406035665295,0.07869033583118878
38,0,Travel_Frequently,Research & Development,13,3,Technical Degree,465,Male,1,Manufacturing Director,Married,32100,0.0,17,2,3.0,5,2,0,2,2,3,3.0,3.0,2.0,7.704971539162114,0.2770452965015101,244,9.99521857923497,0.08605157525467183
46,0,Travel_Rarely,Research & Development,28,3,Medical,466,Female,3,Human Resources,Divorced,190450,6.0,11,3,13.0,2,8,0,7,3,3,4.0,3.0,3.0,6.886907713498623,0.3067664884337733,242,9.991942148760332,0.08029787215801928
24,0,Travel_Rarely,Sales,28,3,Life Sciences,467,Female,1,Healthcare Representative,Divorced,118490,1.0,16,1,5.0,3,4,3,2,3,3,4.0,3.0,3.0,6.593336748633879,0.2960406760029243,244,9.962704918032788,0.06685666794096264
35,1,Travel_Rarely,Sales,24,3,Medical,468,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2,2,3,3.0,2.0,1.0,9.320771072796935,0.2903415501388129,232,9.998132183908046,0.07319995936375245
31,0,Travel_Frequently,Research & Development,5,2,Technical Degree,469,Male,2,Sales Executive,Married,65020,1.0,12,0,4.0,3,4,0,3,3,3,3.0,1.0,3.0,6.301517447199265,0.29026310191485555,242,9.990358126721764,0.07536999569440159
18,0,Non-Travel,Sales,5,4,Other,470,Male,2,Manager,Single,32300,1.0,12,1,0.0,3,0,0,0,3,3,2.0,4.0,3.0,6.313124113475177,0.2929454351310482,235,9.973120567375886,0.07278699157422559
54,0,Travel_Rarely,Sales,23,3,Medical,471,Female,1,Laboratory Technician,Married,136030,8.0,13,1,22.0,2,10,0,8,3,3,3.0,3.0,3.0,6.600198067632849,0.3015866453333112,230,9.975434782608698,0.07091138219100057
35,0,Travel_Rarely,Research & Development,6,4,Medical,472,Female,1,Manufacturing Director,Divorced,119960,1.0,19,2,16.0,3,16,10,1,3,3,3.0,3.0,2.0,9.58983449074074,0.32055187228714904,240,10.004305555555558,0.08822173795134047
30,0,Travel_Rarely,Research & Development,4,3,Life Sciences,473,Female,5,Healthcare Representative,Married,56050,0.0,12,1,9.0,0,8,1,7,2,3,2.0,1.0,2.0,10.11788268955651,0.2734362095626964,233,9.958512160228898,0.0772871446072386
20,1,Travel_Rarely,Research & Development,2,2,Life Sciences,474,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,0,3,3,4.0,1.0,3.0,8.31476602120793,0.30057112560237376,241,9.990041493775932,0.07093050753035195
30,1,Travel_Frequently,Research & Development,8,4,Medical,475,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2,3,3,2.0,2.0,3.0,7.605639619883041,0.28020195152796307,228,10.019663742690058,0.0681321918661068
26,0,Travel_Rarely,Sales,1,3,Marketing,476,Female,2,Research Scientist,Married,175840,1.0,20,0,8.0,2,8,1,3,3,4,4.0,4.0,3.0,7.928281400966183,0.30773470819580817,230,9.987971014492755,0.08126175558508954
48,0,Travel_Rarely,Human Resources,2,4,Medical,478,Male,2,Sales Executive,Single,45540,2.0,11,2,19.0,3,2,2,2,3,3,1.0,3.0,3.0,7.9805807041609516,0.30236962490445835,243,9.979218106995884,0.0935114614155018
48,0,Travel_Rarely,Sales,3,3,Medical,479,Male,1,Research Director,Single,54150,7.0,11,1,27.0,1,15,4,8,3,3,3.0,3.0,3.0,6.542558922558922,0.2857494293634349,231,9.980447330447332,0.07735878453269757
41,0,Travel_Rarely,Research & Development,2,3,Life Sciences,480,Male,2,Research Scientist,Single,47410,6.0,16,0,8.0,3,2,2,1,3,3,4.0,3.0,3.0,6.894249533146591,0.31130613896392817,238,10.009453781512605,0.08744541065371297
39,0,Travel_Rarely,Sales,2,3,Life Sciences,481,Male,3,Human Resources,Married,21150,1.0,18,0,21.0,3,21,11,8,4,3,4.0,4.0,3.0,7.099682372245663,0.3012054130981339,237,9.995288326300987,0.07935741416164073
27,0,Travel_Rarely,Research & Development,3,3,Life Sciences,482,Male,2,Human Resources,Married,31610,0.0,13,2,4.0,0,3,2,2,3,3,1.0,4.0,3.0,7.294853680841335,0.3140175044365896,243,9.989917695473252,0.06902212359283064
35,0,Travel_Rarely,Sales,24,3,Medical,483,Male,5,Sales Executive,Divorced,57450,1.0,17,3,3.0,4,3,1,2,3,3,2.0,4.0,2.0,6.933727824463118,0.271184582945923,238,9.982212885154063,0.07320783446993422
42,0,Travel_Rarely,Research & Development,23,4,Other,484,Male,1,Research Scientist,Married,23730,6.0,14,1,21.0,3,1,0,0,4,3,4.0,3.0,3.0,8.030177875243666,0.3302886454481964,228,10.016301169590646,0.07223310126147477
50,0,Travel_Rarely,Sales,27,3,Medical,485,Male,2,Sales Executive,Married,33100,4.0,22,1,8.0,3,1,0,0,4,4,1.0,4.0,3.0,6.191245291902071,0.30152357349042735,236,10.001059322033898,0.0769173127779781
59,0,Travel_Rarely,Research & Development,16,4,Medical,486,Female,5,Laboratory Technician,Single,186650,3.0,12,0,30.0,3,5,4,3,2,3,3.0,4.0,3.0,10.105665532879817,0.3103015069391172,245,10.004965986394557,0.0884235530277685
37,1,Travel_Rarely,Sales,15,3,Marketing,487,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,0,4,3,1.0,2.0,1.0,6.590548433048434,0.2940083754168632,234,9.981267806267807,0.06244802811505244
55,0,Travel_Frequently,Research & Development,26,2,Life Sciences,488,Female,2,Sales Executive,Married,27890,3.0,13,1,17.0,2,8,6,7,2,3,3.0,2.0,3.0,8.626039312617701,0.29765132368518954,236,9.971045197740112,0.0800445766718756
41,0,Non-Travel,Research & Development,19,1,Life Sciences,489,Male,2,Research Scientist,Divorced,58280,1.0,13,0,21.0,0,21,5,10,3,3,2.0,3.0,3.0,6.273640479686735,0.30722948089321117,227,10.009397944199705,0.07239162215898012
38,0,Travel_Rarely,Research & Development,24,2,Other,490,Female,1,Laboratory Technician,Single,23260,8.0,14,0,19.0,3,1,0,0,4,3,3.0,4.0,3.0,8.381559454191034,0.30947577660801723,228,9.984941520467835,0.06314718207658157
26,1,Non-Travel,Research & Development,21,1,Life Sciences,491,Female,1,Manufacturing Director,Single,135250,8.0,17,1,7.0,4,2,2,2,2,3,2.0,1.0,3.0,7.659834287076777,0.2832041438327063,233,9.979542203147354,0.0772185634650486
52,1,Travel_Rarely,Research & Development,5,4,Medical,492,Female,4,Human Resources,Married,14200,1.0,13,1,33.0,2,32,6,9,4,3,1.0,4.0,3.0,6.014918785310734,0.31632303782477117,236,9.993361581920905,0.0718966422246264
44,0,Travel_Rarely,Research & Development,16,3,Life Sciences,493,Female,1,Healthcare Representative,Married,80200,3.0,11,1,23.0,2,12,11,11,3,3,4.0,4.0,3.0,10.897943989071038,0.2995114761926104,244,9.99924863387978,0.06665581172652112
50,0,Non-Travel,Human Resources,2,2,Life Sciences,494,Male,1,Laboratory Technician,Married,36880,0.0,11,0,19.0,3,18,0,13,2,3,4.0,3.0,3.0,6.443813352826512,0.2747593202735525,228,10.004678362573099,0.07424135473289194
36,1,Travel_Rarely,Sales,2,4,Technical Degree,495,Male,4,Sales Executive,Single,54820,1.0,18,0,18.0,3,17,15,14,3,3,3.0,1.0,3.0,7.827982941447671,0.28718612682602274,241,9.992392807745507,0.08169188950361148
39,0,Travel_Frequently,Sales,11,3,Marketing,496,Male,1,Sales Executive,Single,160150,1.0,11,0,21.0,3,21,2,8,4,3,4.0,1.0,3.0,10.81973726851852,0.2970169741799758,240,10.011944444444445,0.06444994576166123
33,0,Non-Travel,Sales,9,2,Technical Degree,497,Male,5,Sales Representative,Single,12000,0.0,11,1,3.0,3,2,2,2,3,3,2.0,4.0,2.0,7.626725768321513,0.31083343271409325,235,10.00141843971631,0.06652457012386088
45,0,Travel_Rarely,Research & Development,7,2,Other,498,Male,1,Human Resources,Married,56610,3.0,12,0,26.0,2,9,1,1,2,3,4.0,4.0,4.0,7.3994878829446735,0.3105263037421923,243,9.997050754458161,0.08178304745925395
32,0,Non-Travel,Research & Development,15,3,Medical,499,Male,2,Manager,Single,69290,9.0,20,0,10.0,6,8,7,7,1,4,4.0,3.0,3.0,7.197954014939309,0.28830335689500547,238,10.003011204481792,0.08021241337603958
34,0,Travel_Rarely,Sales,6,4,Marketing,500,Male,2,Research Director,Divorced,96130,0.0,12,1,16.0,5,15,0,9,2,3,2.0,4.0,2.0,7.064413580246915,0.30291498016042595,243,9.958847736625515,0.08500059517736286
59,0,Travel_Rarely,Research & Development,5,3,Life Sciences,501,Male,2,Research Scientist,Married,56740,3.0,12,0,14.0,6,6,0,4,3,3,2.0,4.0,1.0,8.10601775011526,0.2911724062642814,241,9.98609958506224,0.08080018633779004
45,0,Travel_Rarely,Research & Development,16,1,Medical,502,Male,2,Sales Executive,Single,54840,1.0,20,3,6.0,6,6,0,4,3,4,2.0,2.0,3.0,6.67149931693989,0.30011825369565576,244,9.984631147540984,0.07547041665729685
53,0,Travel_Frequently,Sales,8,2,Medical,503,Male,2,Research Scientist,Married,120610,2.0,20,1,30.0,2,15,6,12,4,4,3.0,2.0,3.0,7.780307621671259,0.30024934313318546,242,10.00151515151515,0.08096588289534344
36,1,Travel_Rarely,Research & Development,7,2,Life Sciences,504,Female,1,Research Scientist,Divorced,56600,7.0,12,0,9.0,3,1,0,0,3,3,1.0,3.0,2.0,6.082619895536562,0.29338791753880966,234,9.970584045584044,0.07940638131804086
26,1,Travel_Frequently,Sales,2,3,Life Sciences,505,Male,2,Research Scientist,Married,48210,6.0,14,2,6.0,2,3,1,2,3,3,1.0,1.0,3.0,8.209500962000963,0.2949541581222334,231,9.9998556998557,0.07501447184055882
34,0,Travel_Rarely,Research & Development,2,2,Life Sciences,506,Male,1,Sales Representative,Married,64100,1.0,13,1,1.0,5,1,0,0,2,3,3.0,3.0,3.0,9.218184198542804,0.3188529476722026,244,10.010997267759564,0.07641148421746986
